Mod:Item:MetaData, Localized Name
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Gold
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Invar
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Iron
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Platinum
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Tin
buildcraftsilicon:plug_facade:0, Facade: Block of Tin
buildcraftsilicon:plug_facade:0, Facade: Block of Tin
buildcraftsilicon:plug_facade:0, Facade: Block of Tin
buildcraftsilicon:plug_facade:0, Facade: Block of Tin
buildcraftsilicon:plug_facade:0, Facade: Block of Tin
buildcraftsilicon:plug_facade:0, Facade: Block of Tin
buildcraftsilicon:plug_facade:0, Facade: Block of Tin
buildcraftsilicon:plug_facade:0, Facade: Block of Tin
buildcraftsilicon:plug_facade:0, Facade: Block of Tin
buildcraftsilicon:plug_facade:0, Facade: Block of Tin
buildcraftsilicon:plug_facade:0, Facade: Block of Tin
buildcraftsilicon:plug_facade:0, Facade: Block of Tin
buildcraftsilicon:plug_facade:0, Facade: Block of Tin
buildcraftsilicon:plug_facade:0, Facade: Block of Tin
buildcraftsilicon:plug_facade:0, Facade: Block of Tin
buildcraftsilicon:plug_facade:0, Facade: Block of Tin
buildcraftsilicon:plug_facade:0, Facade: Block of Tin
